,cost time,FPS,1,2,3,coordinate,len
1090.png,0.007208108901977539,138,car,,,"[[533, 478, 841, 637]]",1
1091.png,0.006813764572143555,146,car,,,"[[559, 477, 850, 643]]",1
1092.png,0.00933980941772461,107,car,,,"[[577, 476, 845, 641]]",1
1093.png,0.0075643062591552734,132,car,,,"[[681, 468, 924, 636]]",1
1094.png,0.006506443023681641,153,,,,[],0
1095.png,0.007487297058105469,133,bird,,,"[[113, 274, 391, 452]]",1
1096.png,0.006527423858642578,153,,,,[],0
1097.png,0.007950782775878906,125,bird,,,"[[55, 273, 467, 482]]",1
1098.png,0.007170677185058594,139,bird,,,"[[56, 263, 471, 497]]",1
1099.png,0.00747227668762207,133,bird,,,"[[67, 267, 461, 504]]",1
1100.png,0.007441043853759766,134,bird,,,"[[61, 270, 465, 497]]",1
1101.png,0.0076940059661865234,129,bird,tvmonitor,,"[[83, 257, 612, 529], [1211, 306, 1842, 581]]",2
1102.png,0.006780147552490234,147,bird,,,"[[83, 247, 637, 529]]",1
1103.png,0.0074656009674072266,133,bird,,,"[[103, 250, 617, 535]]",1
1104.png,0.006758213043212891,147,,,,[],0
1105.png,0.007160663604736328,139,bottle,,,"[[1208, 82, 1907, 644]]",1
1106.png,0.0067596435546875,147,,,,[],0
1107.png,0.007367134094238281,135,bird,,,"[[59, 259, 441, 499]]",1
1108.png,0.00684809684753418,146,,,,[],0
1109.png,0.006931304931640625,144,bird,,,"[[20, 254, 462, 517]]",1
1110.png,0.007508039474487305,133,bird,,,"[[30, 256, 450, 527]]",1
1111.png,0.007475614547729492,133,bird,,,"[[21, 257, 454, 495]]",1
1112.png,0.007156848907470703,139,bird,,,"[[21, 257, 454, 495]]",1
1113.png,0.007143497467041016,139,car,,,"[[0, 227, 462, 1008]]",1
1114.png,0.006479978561401367,154,,,,[],0
1115.png,0.006459712982177734,154,,,,[],0
1116.png,0.006348848342895508,157,,,,[],0
1117.png,0.007584333419799805,131,bird,,,"[[49, 250, 428, 501]]",1
1118.png,0.006459951400756836,154,,,,[],0
1119.png,0.006754398345947266,148,bird,,,"[[62, 274, 436, 507]]",1
1120.png,0.006566047668457031,152,,,,[],0
1121.png,0.006533384323120117,153,,,,[],0
1122.png,0.006712198257446289,148,,,,[],0
1123.png,0.007546186447143555,132,car,,,"[[805, 533, 1149, 882]]",1
1124.png,0.0069522857666015625,143,,,,[],0
1125.png,0.0064890384674072266,154,,,,[],0
1126.png,0.007250308990478516,137,car,,,"[[774, 539, 1143, 875]]",1
1127.png,0.007388114929199219,135,car,,,"[[753, 565, 1164, 847]]",1
1128.png,0.007708072662353516,129,car,,,"[[801, 560, 1148, 861]]",1
1129.png,0.006966352462768555,143,car,,,"[[848, 543, 1147, 851]]",1
1130.png,0.007155418395996094,139,car,,,"[[777, 545, 1167, 862]]",1
1131.png,0.007688760757446289,130,car,,,"[[762, 545, 1159, 882]]",1
1132.png,0.0074291229248046875,134,car,,,"[[740, 572, 1187, 988]]",1
1133.png,0.007506847381591797,133,car,,,"[[733, 562, 1194, 991]]",1
1134.png,0.007744789123535156,129,car,car,,"[[737, 562, 1170, 860], [53, 486, 924, 1079]]",2
1135.png,0.007584810256958008,131,car,,,"[[612, 483, 1242, 1079]]",1
1136.png,0.007560253143310547,132,car,,,"[[33, 509, 942, 1061]]",1
1137.png,0.00794529914855957,125,car,,,"[[33, 509, 942, 1061]]",1
1138.png,0.008134126663208008,122,car,car,,"[[23, 541, 779, 1059], [644, 494, 1214, 1076]]",2
1139.png,0.007590770721435547,131,car,,,"[[19, 517, 741, 1075]]",1
1140.png,0.006684303283691406,149,,,,[],0
1141.png,0.006452083587646484,154,,,,[],0
